var_idx,iter_idx,seed,csv,isi_dist,iti_dist,isi_lo,isi_hi,iti_lo,iti_hi,isi_shape,iti_shape
30,0,3000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0030_iter0000_d000030.csv,uniform,uniform,0.7065859872824751,1.275871538085335,1.2898186242352212,1.495542917887873,0.25,0.25
31,0,3100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0031_iter0000_d000031.csv,uniform,uniform,0.6553187559025594,1.16278741311417,1.266435496197754,1.4740166914866784,0.25,0.25
32,0,3200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0032_iter0000_d000032.csv,uniform,uniform,0.5747328235011702,1.1261835061323107,1.1758369194438199,1.4446345031005736,0.25,0.25
33,0,3300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0033_iter0000_d000033.csv,uniform,uniform,0.9858264655476667,1.4498179859637492,1.0865263643293632,1.3746688477565625,0.25,0.25
34,0,3400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0034_iter0000_d000034.csv,uniform,uniform,0.9908725825825464,1.459241614821759,1.2877232928092326,1.492258362599183,0.25,0.25
35,0,3500000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0035_iter0000_d000035.csv,uniform,uniform,0.8315669063127724,1.3909958171675119,1.254487362482518,1.461108246894387,0.25,0.25
36,0,3600000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0036_iter0000_d000036.csv,uniform,uniform,0.743906202048876,1.4679369446868646,1.0129200665704612,1.4491025307170302,0.25,0.25
37,0,3700000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0037_iter0000_d000037.csv,uniform,uniform,0.7492304224227349,1.440300415810666,1.0029863682421876,1.3114100533172068,0.25,0.25
38,0,3800000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0038_iter0000_d000038.csv,uniform,uniform,0.547178022299384,1.307957703066054,1.0821547295798672,1.4352241599240145,0.25,0.25
39,0,3900000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0039_iter0000_d000039.csv,uniform,uniform,1.0662808561652546,1.4705570202771072,1.2594334886202323,1.4618457418028157,0.25,0.25
40,0,4000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0040_iter0000_d000040.csv,uniform,uniform,0.7284623049865337,1.2881395690533985,1.1466548640500394,1.4963906115573364,0.25,0.25
41,0,4100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0041_iter0000_d000041.csv,uniform,uniform,0.965414712861097,1.4069823697076331,1.08095103565024,1.4700166224872635,0.25,0.25
42,0,4200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0042_iter0000_d000042.csv,uniform,uniform,1.028784303642614,1.465154623069152,1.1032887192886975,1.4990001850473245,0.25,0.25
43,0,4300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0043_iter0000_d000043.csv,uniform,uniform,0.6895661272206202,1.1645574765081828,1.264029436391221,1.4932495985006446,0.25,0.25
44,0,4400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0044_iter0000_d000044.csv,uniform,uniform,0.9007336433428108,1.4917132359177883,1.2777143731643257,1.4943895600892603,0.25,0.25
45,0,4500000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0045_iter0000_d000045.csv,uniform,uniform,1.0164208457286068,1.43707716126566,1.0423739670703094,1.4149993431268484,0.25,0.25
46,0,4600000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0046_iter0000_d000046.csv,uniform,uniform,0.9287711219928517,1.3573754075560482,1.1186671819314629,1.4837264251825557,0.25,0.25
47,0,4700000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0047_iter0000_d000047.csv,uniform,uniform,0.8368404605301338,1.3890350735610155,1.058238931867238,1.3854106325546929,0.25,0.25
48,0,4800000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0048_iter0000_d000048.csv,uniform,uniform,0.8140608364369519,1.2394910190199153,1.294582807938012,1.4976781676490558,0.25,0.25
49,0,4900000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0049_iter0000_d000049.csv,uniform,uniform,0.5038453295985861,1.3644637594910234,1.2934797141520438,1.4973258353498384,0.25,0.25
50,0,5000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0050_iter0000_d000050.csv,uniform,uniform,0.691808981769599,1.1683479471785803,1.2017579901750608,1.4209257331311724,0.25,0.25
51,0,5100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0051_iter0000_d000051.csv,uniform,uniform,0.8466127355107156,1.3992124729818287,1.2887269279373144,1.4895415794832618,0.25,0.25
52,0,5200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0052_iter0000_d000052.csv,uniform,uniform,0.7999836941951711,1.4232250710882364,1.0531680221423976,1.3489553010895061,0.25,0.25
53,0,5300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0053_iter0000_d000053.csv,uniform,uniform,0.5377372990729828,1.3458730340907872,1.026330366027846,1.334454969239604,0.25,0.25
54,0,5400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0054_iter0000_d000054.csv,uniform,uniform,1.0241135786724394,1.4599547610201995,1.2737865800922656,1.4938638871140764,0.25,0.25
55,0,5500000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0055_iter0000_d000055.csv,uniform,uniform,1.0491943760670597,1.4556671654327233,1.0220688715991897,1.241614726609884,0.25,0.25
56,0,5600000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0056_iter0000_d000056.csv,uniform,uniform,1.0213125766083917,1.4712059095332122,1.1489715081396559,1.3736712236414987,0.25,0.25
57,0,5700000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0057_iter0000_d000057.csv,uniform,uniform,0.9042400626363643,1.3664951265616048,1.2132639589797836,1.4531933576682952,0.25,0.25
58,0,5800000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0058_iter0000_d000058.csv,uniform,uniform,0.8044819163267163,1.4378424203257172,1.0278236426570142,1.3853480238728835,0.25,0.25
59,0,5900000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0059_iter0000_d000059.csv,uniform,uniform,0.6183409683775212,1.4075873336745799,1.146653810838778,1.498266472452217,0.25,0.25
60,0,6000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0060_iter0000_d000060.csv,uniform,uniform,0.6097659948054313,1.4818707249475804,1.2402751109825827,1.4690183407290078,0.25,0.25
61,0,6100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0061_iter0000_d000061.csv,uniform,uniform,0.9881204385077813,1.4555669096722215,1.196536319197414,1.4910701286224426,0.25,0.25
62,0,6200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0062_iter0000_d000062.csv,uniform,uniform,0.5391622498467749,1.4074551555592865,1.1145444339898716,1.3749186804859437,0.25,0.25
63,0,6300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0063_iter0000_d000063.csv,uniform,uniform,1.0964160627259907,1.4992158004844842,1.1456605416338763,1.4108887794282203,0.25,0.25
64,0,6400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0064_iter0000_d000064.csv,uniform,uniform,1.0265173435230777,1.4328967309551326,1.2125256270741598,1.4815564329242947,0.25,0.25
65,0,6500000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0065_iter0000_d000065.csv,uniform,uniform,0.979517827829669,1.4183476324879856,1.2389917548238163,1.4527386476509343,0.25,0.25
66,0,6600000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0066_iter0000_d000066.csv,uniform,uniform,0.7173847702907414,1.2771067756335166,1.1624229950890494,1.3779160459061628,0.25,0.25
67,0,6700000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0067_iter0000_d000067.csv,uniform,uniform,0.7441686803835837,1.1442756753411258,1.2233142179042198,1.48864098848246,0.25,0.25
68,0,6800000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0068_iter0000_d000068.csv,uniform,uniform,0.5833590074721186,1.3469635858331155,1.2463309265183917,1.4990247429249222,0.25,0.25
69,0,6900000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0069_iter0000_d000069.csv,uniform,uniform,1.0062743374212362,1.4460239987734271,1.293906612552897,1.4998414768990984,0.25,0.25
70,0,7000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0070_iter0000_d000070.csv,uniform,uniform,0.8022061875203474,1.4265779047448461,1.274151300301949,1.4864590829773754,0.25,0.25
71,0,7100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0071_iter0000_d000071.csv,uniform,uniform,1.018271744658251,1.4756097195651003,1.0881772767923672,1.4507834710967875,0.25,0.25
72,0,7200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0072_iter0000_d000072.csv,uniform,uniform,0.8424108715156995,1.2665843628010605,1.1174141278913994,1.3308781951328097,0.25,0.25
73,0,7300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0073_iter0000_d000073.csv,uniform,uniform,0.7857001779301974,1.3203901005193812,1.1271212328911342,1.428480115175401,0.25,0.25
74,0,7400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0074_iter0000_d000074.csv,uniform,uniform,0.5736143961056441,1.4651369076710512,1.20521513442251,1.483297139743011,0.25,0.25
75,0,7500000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0075_iter0000_d000075.csv,uniform,uniform,1.0380807393582558,1.474199485381265,1.0120654662713802,1.4169270932277833,0.25,0.25
76,0,7600000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0076_iter0000_d000076.csv,uniform,uniform,0.8414155125580149,1.4549952375019535,1.1596481420423033,1.473788461799794,0.25,0.25
77,0,7700000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0077_iter0000_d000077.csv,uniform,uniform,1.0982061758434951,1.4988350095323058,1.0513064320062022,1.3487134353756485,0.25,0.25
78,0,7800000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0078_iter0000_d000078.csv,uniform,uniform,0.9518299939194059,1.4169105474236239,1.1765140328287644,1.3922410169114625,0.25,0.25
79,0,7900000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0079_iter0000_d000079.csv,uniform,uniform,0.9356741065603882,1.3816988974838131,1.0571852681212055,1.46672224065199,0.25,0.25
80,0,8000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0080_iter0000_d000080.csv,uniform,uniform,0.8386476926723565,1.365272609152352,1.2696471295745453,1.4722578539012825,0.25,0.25
81,0,8100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0081_iter0000_d000081.csv,uniform,uniform,0.9176926702045357,1.3774862456717227,1.0526229249955243,1.4195526412413988,0.25,0.25
82,0,8200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0082_iter0000_d000082.csv,uniform,uniform,0.7176931705177617,1.243814600297922,1.2831033295687564,1.4864708079487114,0.25,0.25
83,0,8300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0083_iter0000_d000083.csv,uniform,uniform,0.8073041947026411,1.2143327578109089,1.049010427341087,1.4707393177746528,0.25,0.25
84,0,8400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0084_iter0000_d000084.csv,uniform,uniform,0.9735485289516058,1.4439611958008864,1.0667360187974082,1.3968384404257757,0.25,0.25
85,0,8500000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0085_iter0000_d000085.csv,uniform,uniform,0.5072879156681676,1.3298878567767038,1.2150252041691185,1.4699227481442265,0.25,0.25
86,0,8600000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0086_iter0000_d000086.csv,uniform,uniform,0.8668032105651208,1.2839936459817556,1.0739217907152927,1.4037761512817186,0.25,0.25
87,0,8700000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0087_iter0000_d000087.csv,uniform,uniform,0.7365120596173386,1.497100539786166,1.2771236072125545,1.4806009996974556,0.25,0.25
88,0,8800000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0088_iter0000_d000088.csv,uniform,uniform,0.8539763555897184,1.4252617332867816,1.0409630242902659,1.3219368553353805,0.25,0.25
89,0,8900000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0089_iter0000_d000089.csv,uniform,uniform,0.9295507081552967,1.48314394455475,1.1025227950618406,1.349708731384184,0.25,0.25
90,0,9000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0090_iter0000_d000090.csv,uniform,uniform,0.9930752016381288,1.4556243567664464,1.142976526511731,1.3831980926104332,0.25,0.25
91,0,9100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0091_iter0000_d000091.csv,uniform,uniform,0.5435950091889926,0.95354988506877,1.1739910541692284,1.3980726582653629,0.25,0.25
92,0,9200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0092_iter0000_d000092.csv,uniform,uniform,1.0853197870560924,1.486897575655422,1.1356266364981327,1.4004981947816508,0.25,0.25
93,0,9300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0093_iter0000_d000093.csv,uniform,uniform,0.6393868851713186,1.3842735919111888,1.1931114286240931,1.470686630744373,0.25,0.25
94,0,9400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0094_iter0000_d000094.csv,uniform,uniform,0.5496851455378968,1.1438050870093293,1.1559499223002696,1.4174191362107287,0.25,0.25
95,0,9500000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0095_iter0000_d000095.csv,uniform,uniform,0.5243705371236471,1.0360584567714566,1.283507394491388,1.486188592829388,0.25,0.25
96,0,9600000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0096_iter0000_d000096.csv,uniform,uniform,1.0112313994776652,1.4842113645252237,1.1173881271234325,1.4026283399101098,0.25,0.25
97,0,9700000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0097_iter0000_d000097.csv,uniform,uniform,0.9944010845899516,1.466280822304617,1.2510831209287212,1.4881423815026849,0.25,0.25
98,0,9800000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0098_iter0000_d000098.csv,uniform,uniform,0.9147628876643629,1.483879574698287,1.2468421399283767,1.4563607292189622,0.25,0.25
99,0,9900000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0099_iter0000_d000099.csv,uniform,uniform,0.9489345650487471,1.3620291168271956,1.1277568720882065,1.3960946581364193,0.25,0.25
100,0,10000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0100_iter0000_d000100.csv,uniform,uniform,0.6213008563852908,1.4702752286811998,1.0284330035083502,1.2297635229213637,0.25,0.25
101,0,10100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0101_iter0000_d000101.csv,uniform,uniform,0.693752482198387,1.496240064758942,1.079408538516532,1.4626526005930243,0.25,0.25
102,0,10200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0102_iter0000_d000102.csv,uniform,uniform,0.6038681822122793,1.2947891412897714,1.2875228005538175,1.4964628790873244,0.25,0.25
103,0,10300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0103_iter0000_d000103.csv,uniform,uniform,1.0883047851070917,1.4950243485863373,1.2950004119660266,1.4991853022896868,0.25,0.25
104,0,10400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0104_iter0000_d000104.csv,uniform,uniform,0.966948935661157,1.4851634607690303,1.189447455178485,1.4288444626645798,0.25,0.25
105,0,10500000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0105_iter0000_d000105.csv,uniform,uniform,0.8169694640341958,1.2810759924206419,1.2332632371645116,1.444613725790198,0.25,0.25
106,0,10600000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0106_iter0000_d000106.csv,uniform,uniform,0.8463187693919545,1.3822662693291186,1.2015708410433072,1.4764248973477638,0.25,0.25
107,0,10700000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0107_iter0000_d000107.csv,uniform,uniform,0.5658967316383454,1.299679741798291,1.1241867647395578,1.432171506245949,0.25,0.25
108,0,10800000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0108_iter0000_d000108.csv,uniform,uniform,0.9163907258878972,1.4238902076368596,1.2198658230576145,1.4615376190329612,0.25,0.25
109,0,10900000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0109_iter0000_d000109.csv,uniform,uniform,0.7777206854775631,1.2701403588606939,1.0687455009990119,1.4295372411976073,0.25,0.25
110,0,11000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0110_iter0000_d000110.csv,uniform,uniform,0.9174268116874746,1.3531166773409566,1.2915512249833336,1.4972216269282588,0.25,0.25
111,0,11100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0111_iter0000_d000111.csv,uniform,uniform,0.8187296739258958,1.455327339340448,1.1459561299909464,1.419272519692157,0.25,0.25
112,0,11200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0112_iter0000_d000112.csv,uniform,uniform,0.6549646400465221,1.1244504502087382,1.2134861736642752,1.4865134433785883,0.25,0.25
113,0,11300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0113_iter0000_d000113.csv,uniform,uniform,0.9066792668575754,1.3779801128639375,1.1727166273657157,1.444429667199166,0.25,0.25
114,0,11400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0114_iter0000_d000114.csv,uniform,uniform,1.0619396500845766,1.4766946662447962,1.0494347956198011,1.469163665264504,0.25,0.25
115,0,11500000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0115_iter0000_d000115.csv,uniform,uniform,1.036837098132121,1.4398856931728208,1.0594672092518447,1.4125142921595553,0.25,0.25
116,0,11600000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0116_iter0000_d000116.csv,uniform,uniform,0.9733070933809028,1.4501707304838893,1.0574767588379674,1.2860075749659632,0.25,0.25
117,0,11700000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0117_iter0000_d000117.csv,uniform,uniform,0.8035835804391102,1.4453142552956195,1.065120154321638,1.2827673100987569,0.25,0.25
118,0,11800000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0118_iter0000_d000118.csv,uniform,uniform,0.8306269974759828,1.2822973586047703,1.020227116145281,1.4365655827220467,0.25,0.25
119,0,11900000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0119_iter0000_d000119.csv,uniform,uniform,0.9927359636467535,1.435463042680545,1.0882229080504853,1.346910764133907,0.25,0.25
120,0,12000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0120_iter0000_d000120.csv,uniform,uniform,0.7165828554970105,1.3377791366625975,1.1583460234337433,1.408682648016419,0.25,0.25
121,0,12100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0121_iter0000_d000121.csv,uniform,uniform,0.8824525875429089,1.4294640459613264,1.1674836843925103,1.4188065795887004,0.25,0.25
122,0,12200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0122_iter0000_d000122.csv,uniform,uniform,0.8743416691634807,1.4079094632410671,1.1020971572142,1.3621014995559875,0.25,0.25
123,0,12300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0123_iter0000_d000123.csv,uniform,uniform,0.827449327411572,1.3943434802304941,1.1832395316765427,1.427939876887476,0.25,0.25
124,0,12400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0124_iter0000_d000124.csv,uniform,uniform,0.8394643443297531,1.4962924825754722,1.1284073557131855,1.4730624797623761,0.25,0.25
125,0,12500000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0125_iter0000_d000125.csv,uniform,uniform,0.5487942147841741,1.4312250916090457,1.282511846658966,1.4870913647227186,0.25,0.25
126,0,12600000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0126_iter0000_d000126.csv,uniform,uniform,0.5072608494033156,1.193558846113118,1.0548136772986834,1.4930443715585562,0.25,0.25
127,0,12700000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0127_iter0000_d000127.csv,uniform,uniform,1.038619061070529,1.4975855737655022,1.1811608973222258,1.4423820930600888,0.25,0.25
128,0,12800000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0128_iter0000_d000128.csv,uniform,uniform,0.9996307096281386,1.4651065123891633,1.0745673029101734,1.4851859243680121,0.25,0.25
129,0,12900000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0129_iter0000_d000129.csv,uniform,uniform,0.7638196699793188,1.4238740581018923,1.150281387096546,1.3777332294814342,0.25,0.25
130,0,13000000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0130_iter0000_d000130.csv,uniform,uniform,0.677556108205648,1.3202124288672958,1.042900625279284,1.2464326201395823,0.25,0.25
131,0,13100000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0131_iter0000_d000131.csv,uniform,uniform,0.7603347346099589,1.4192266392690596,1.1842471821228664,1.4217680385272304,0.25,0.25
132,0,13200000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0132_iter0000_d000132.csv,uniform,uniform,0.930344563577296,1.4125451051107378,1.299850405677108,1.4999664956066983,0.25,0.25
133,0,13300000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0133_iter0000_d000133.csv,uniform,uniform,0.9983788647630555,1.4247545192543853,1.0456884888546443,1.296373767156822,0.25,0.25
134,0,13400000,design_optimisation\optim_out_v4_1\candidate_bank\designs\var0134_iter0000_d000134.csv,uniform,uniform,0.7593589786077597,1.3338179778205599,1.0583828043196704,1.4468308726714683,0.25,0.25
