var_idx,iter_idx,seed,csv,isi_dist,iti_dist,isi_lo,isi_hi,iti_lo,iti_hi,isi_shape,iti_shape
5,0,500000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0005_iter0000_d000025.csv,uniform,uniform,0.5169918026872777,0.9894499716754072,1.8047492976323565,2.860551406647051,0.25,0.25
5,1,500001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0005_iter0001_d000026.csv,uniform,uniform,0.5169918026872777,0.9894499716754072,1.8047492976323565,2.860551406647051,0.25,0.25
5,2,500002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0005_iter0002_d000027.csv,uniform,uniform,0.5169918026872777,0.9894499716754072,1.8047492976323565,2.860551406647051,0.25,0.25
5,3,500003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0005_iter0003_d000028.csv,uniform,uniform,0.5169918026872777,0.9894499716754072,1.8047492976323565,2.860551406647051,0.25,0.25
5,4,500004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0005_iter0004_d000029.csv,uniform,uniform,0.5169918026872777,0.9894499716754072,1.8047492976323565,2.860551406647051,0.25,0.25
6,0,600000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0006_iter0000_d000030.csv,uniform,uniform,0.8692310668887524,1.3577719267445,2.196651922947053,2.999935835237529,0.25,0.25
6,1,600001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0006_iter0001_d000031.csv,uniform,uniform,0.8692310668887524,1.3577719267445,2.196651922947053,2.999935835237529,0.25,0.25
6,2,600002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0006_iter0002_d000032.csv,uniform,uniform,0.8692310668887524,1.3577719267445,2.196651922947053,2.999935835237529,0.25,0.25
6,3,600003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0006_iter0003_d000033.csv,uniform,uniform,0.8692310668887524,1.3577719267445,2.196651922947053,2.999935835237529,0.25,0.25
6,4,600004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0006_iter0004_d000034.csv,uniform,uniform,0.8692310668887524,1.3577719267445,2.196651922947053,2.999935835237529,0.25,0.25
7,0,700000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0007_iter0000_d000035.csv,uniform,uniform,0.9113251906884169,1.4340504706031976,1.8261360766851282,2.7715397661151626,0.25,0.25
7,1,700001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0007_iter0001_d000036.csv,uniform,uniform,0.9113251906884169,1.4340504706031976,1.8261360766851282,2.7715397661151626,0.25,0.25
7,2,700002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0007_iter0002_d000037.csv,uniform,uniform,0.9113251906884169,1.4340504706031976,1.8261360766851282,2.7715397661151626,0.25,0.25
7,3,700003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0007_iter0003_d000038.csv,uniform,uniform,0.9113251906884169,1.4340504706031976,1.8261360766851282,2.7715397661151626,0.25,0.25
7,4,700004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0007_iter0004_d000039.csv,uniform,uniform,0.9113251906884169,1.4340504706031976,1.8261360766851282,2.7715397661151626,0.25,0.25
8,0,800000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0008_iter0000_d000040.csv,uniform,uniform,0.5810579030134467,1.3554685752251112,1.630425186970871,2.6071311452361696,0.25,0.25
8,1,800001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0008_iter0001_d000041.csv,uniform,uniform,0.5810579030134467,1.3554685752251112,1.630425186970871,2.6071311452361696,0.25,0.25
8,2,800002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0008_iter0002_d000042.csv,uniform,uniform,0.5810579030134467,1.3554685752251112,1.630425186970871,2.6071311452361696,0.25,0.25
8,3,800003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0008_iter0003_d000043.csv,uniform,uniform,0.5810579030134467,1.3554685752251112,1.630425186970871,2.6071311452361696,0.25,0.25
8,4,800004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0008_iter0004_d000044.csv,uniform,uniform,0.5810579030134467,1.3554685752251112,1.630425186970871,2.6071311452361696,0.25,0.25
9,0,900000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0009_iter0000_d000045.csv,uniform,uniform,0.7915012152990735,1.4659071312019991,2.1208522191475,2.949170914966707,0.25,0.25
9,1,900001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0009_iter0001_d000046.csv,uniform,uniform,0.7915012152990735,1.4659071312019991,2.1208522191475,2.949170914966707,0.25,0.25
9,2,900002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0009_iter0002_d000047.csv,uniform,uniform,0.7915012152990735,1.4659071312019991,2.1208522191475,2.949170914966707,0.25,0.25
9,3,900003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0009_iter0003_d000048.csv,uniform,uniform,0.7915012152990735,1.4659071312019991,2.1208522191475,2.949170914966707,0.25,0.25
9,4,900004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0009_iter0004_d000049.csv,uniform,uniform,0.7915012152990735,1.4659071312019991,2.1208522191475,2.949170914966707,0.25,0.25
10,0,1000000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0010_iter0000_d000050.csv,uniform,uniform,0.8429178984378567,1.3256647579241874,1.7131600362396364,2.6776687250197493,0.25,0.25
10,1,1000001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0010_iter0001_d000051.csv,uniform,uniform,0.8429178984378567,1.3256647579241874,1.7131600362396364,2.6776687250197493,0.25,0.25
10,2,1000002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0010_iter0002_d000052.csv,uniform,uniform,0.8429178984378567,1.3256647579241874,1.7131600362396364,2.6776687250197493,0.25,0.25
10,3,1000003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0010_iter0003_d000053.csv,uniform,uniform,0.8429178984378567,1.3256647579241874,1.7131600362396364,2.6776687250197493,0.25,0.25
10,4,1000004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0010_iter0004_d000054.csv,uniform,uniform,0.8429178984378567,1.3256647579241874,1.7131600362396364,2.6776687250197493,0.25,0.25
11,0,1100000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0011_iter0000_d000055.csv,uniform,uniform,0.7349714003168968,1.4599470003629882,1.2725891122400557,2.6505396553339233,0.25,0.25
11,1,1100001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0011_iter0001_d000056.csv,uniform,uniform,0.7349714003168968,1.4599470003629882,1.2725891122400557,2.6505396553339233,0.25,0.25
11,2,1100002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0011_iter0002_d000057.csv,uniform,uniform,0.7349714003168968,1.4599470003629882,1.2725891122400557,2.6505396553339233,0.25,0.25
11,3,1100003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0011_iter0003_d000058.csv,uniform,uniform,0.7349714003168968,1.4599470003629882,1.2725891122400557,2.6505396553339233,0.25,0.25
11,4,1100004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0011_iter0004_d000059.csv,uniform,uniform,0.7349714003168968,1.4599470003629882,1.2725891122400557,2.6505396553339233,0.25,0.25
12,0,1200000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0012_iter0000_d000060.csv,uniform,uniform,0.5504092061494309,1.4080227642532923,1.9445179689864203,2.8056725604448487,0.25,0.25
12,1,1200001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0012_iter0001_d000061.csv,uniform,uniform,0.5504092061494309,1.4080227642532923,1.9445179689864203,2.8056725604448487,0.25,0.25
12,2,1200002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0012_iter0002_d000062.csv,uniform,uniform,0.5504092061494309,1.4080227642532923,1.9445179689864203,2.8056725604448487,0.25,0.25
12,3,1200003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0012_iter0003_d000063.csv,uniform,uniform,0.5504092061494309,1.4080227642532923,1.9445179689864203,2.8056725604448487,0.25,0.25
12,4,1200004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0012_iter0004_d000064.csv,uniform,uniform,0.5504092061494309,1.4080227642532923,1.9445179689864203,2.8056725604448487,0.25,0.25
13,0,1300000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0013_iter0000_d000065.csv,uniform,uniform,1.0258905384864225,1.4302309840077438,1.4033404726547924,2.3230620417209247,0.25,0.25
13,1,1300001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0013_iter0001_d000066.csv,uniform,uniform,1.0258905384864225,1.4302309840077438,1.4033404726547924,2.3230620417209247,0.25,0.25
13,2,1300002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0013_iter0002_d000067.csv,uniform,uniform,1.0258905384864225,1.4302309840077438,1.4033404726547924,2.3230620417209247,0.25,0.25
13,3,1300003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0013_iter0003_d000068.csv,uniform,uniform,1.0258905384864225,1.4302309840077438,1.4033404726547924,2.3230620417209247,0.25,0.25
13,4,1300004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0013_iter0004_d000069.csv,uniform,uniform,1.0258905384864225,1.4302309840077438,1.4033404726547924,2.3230620417209247,0.25,0.25
14,0,1400000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0014_iter0000_d000070.csv,uniform,uniform,0.7702036199895722,1.4328284816447674,1.276770650792497,2.1247982427191197,0.25,0.25
14,1,1400001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0014_iter0001_d000071.csv,uniform,uniform,0.7702036199895722,1.4328284816447674,1.276770650792497,2.1247982427191197,0.25,0.25
14,2,1400002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0014_iter0002_d000072.csv,uniform,uniform,0.7702036199895722,1.4328284816447674,1.276770650792497,2.1247982427191197,0.25,0.25
14,3,1400003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0014_iter0003_d000073.csv,uniform,uniform,0.7702036199895722,1.4328284816447674,1.276770650792497,2.1247982427191197,0.25,0.25
14,4,1400004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0014_iter0004_d000074.csv,uniform,uniform,0.7702036199895722,1.4328284816447674,1.276770650792497,2.1247982427191197,0.25,0.25
15,0,1500000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0015_iter0000_d000075.csv,uniform,uniform,0.742731103892917,1.2136536401675948,1.1089036547429463,2.5421022001275047,0.25,0.25
15,1,1500001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0015_iter0001_d000076.csv,uniform,uniform,0.742731103892917,1.2136536401675948,1.1089036547429463,2.5421022001275047,0.25,0.25
15,2,1500002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0015_iter0002_d000077.csv,uniform,uniform,0.742731103892917,1.2136536401675948,1.1089036547429463,2.5421022001275047,0.25,0.25
15,3,1500003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0015_iter0003_d000078.csv,uniform,uniform,0.742731103892917,1.2136536401675948,1.1089036547429463,2.5421022001275047,0.25,0.25
15,4,1500004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0015_iter0004_d000079.csv,uniform,uniform,0.742731103892917,1.2136536401675948,1.1089036547429463,2.5421022001275047,0.25,0.25
16,0,1600000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0016_iter0000_d000080.csv,uniform,uniform,0.6792176796913536,1.3619812436733563,1.239418532761856,2.9443949267564795,0.25,0.25
16,1,1600001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0016_iter0001_d000081.csv,uniform,uniform,0.6792176796913536,1.3619812436733563,1.239418532761856,2.9443949267564795,0.25,0.25
16,2,1600002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0016_iter0002_d000082.csv,uniform,uniform,0.6792176796913536,1.3619812436733563,1.239418532761856,2.9443949267564795,0.25,0.25
16,3,1600003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0016_iter0003_d000083.csv,uniform,uniform,0.6792176796913536,1.3619812436733563,1.239418532761856,2.9443949267564795,0.25,0.25
16,4,1600004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0016_iter0004_d000084.csv,uniform,uniform,0.6792176796913536,1.3619812436733563,1.239418532761856,2.9443949267564795,0.25,0.25
17,0,1700000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0017_iter0000_d000085.csv,uniform,uniform,0.7190661009468972,1.159252829125282,1.7549297818476512,2.9675786610425106,0.25,0.25
17,1,1700001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0017_iter0001_d000086.csv,uniform,uniform,0.7190661009468972,1.159252829125282,1.7549297818476512,2.9675786610425106,0.25,0.25
17,2,1700002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0017_iter0002_d000087.csv,uniform,uniform,0.7190661009468972,1.159252829125282,1.7549297818476512,2.9675786610425106,0.25,0.25
17,3,1700003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0017_iter0003_d000088.csv,uniform,uniform,0.7190661009468972,1.159252829125282,1.7549297818476512,2.9675786610425106,0.25,0.25
17,4,1700004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0017_iter0004_d000089.csv,uniform,uniform,0.7190661009468972,1.159252829125282,1.7549297818476512,2.9675786610425106,0.25,0.25
18,0,1800000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0018_iter0000_d000090.csv,uniform,uniform,0.7642262928294704,1.4847526817257553,1.5998749764251765,2.655065314937418,0.25,0.25
18,1,1800001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0018_iter0001_d000091.csv,uniform,uniform,0.7642262928294704,1.4847526817257553,1.5998749764251765,2.655065314937418,0.25,0.25
18,2,1800002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0018_iter0002_d000092.csv,uniform,uniform,0.7642262928294704,1.4847526817257553,1.5998749764251765,2.655065314937418,0.25,0.25
18,3,1800003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0018_iter0003_d000093.csv,uniform,uniform,0.7642262928294704,1.4847526817257553,1.5998749764251765,2.655065314937418,0.25,0.25
18,4,1800004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0018_iter0004_d000094.csv,uniform,uniform,0.7642262928294704,1.4847526817257553,1.5998749764251765,2.655065314937418,0.25,0.25
19,0,1900000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0019_iter0000_d000095.csv,uniform,uniform,0.8721280712092268,1.498882631190158,2.1387324099253187,2.966918266936358,0.25,0.25
19,1,1900001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0019_iter0001_d000096.csv,uniform,uniform,0.8721280712092268,1.498882631190158,2.1387324099253187,2.966918266936358,0.25,0.25
19,2,1900002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0019_iter0002_d000097.csv,uniform,uniform,0.8721280712092268,1.498882631190158,2.1387324099253187,2.966918266936358,0.25,0.25
19,3,1900003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0019_iter0003_d000098.csv,uniform,uniform,0.8721280712092268,1.498882631190158,2.1387324099253187,2.966918266936358,0.25,0.25
19,4,1900004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0019_iter0004_d000099.csv,uniform,uniform,0.8721280712092268,1.498882631190158,2.1387324099253187,2.966918266936358,0.25,0.25
20,0,2000000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0020_iter0000_d000100.csv,uniform,uniform,0.954637307184975,1.4269440096683634,1.6351745922361247,2.8790063210568237,0.25,0.25
20,1,2000001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0020_iter0001_d000101.csv,uniform,uniform,0.954637307184975,1.4269440096683634,1.6351745922361247,2.8790063210568237,0.25,0.25
20,2,2000002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0020_iter0002_d000102.csv,uniform,uniform,0.954637307184975,1.4269440096683634,1.6351745922361247,2.8790063210568237,0.25,0.25
20,3,2000003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0020_iter0003_d000103.csv,uniform,uniform,0.954637307184975,1.4269440096683634,1.6351745922361247,2.8790063210568237,0.25,0.25
20,4,2000004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0020_iter0004_d000104.csv,uniform,uniform,0.954637307184975,1.4269440096683634,1.6351745922361247,2.8790063210568237,0.25,0.25
21,0,2100000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0021_iter0000_d000105.csv,uniform,uniform,0.7487935096134025,1.4067489071079347,1.8533714535877,2.9764499479279993,0.25,0.25
21,1,2100001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0021_iter0001_d000106.csv,uniform,uniform,0.7487935096134025,1.4067489071079347,1.8533714535877,2.9764499479279993,0.25,0.25
21,2,2100002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0021_iter0002_d000107.csv,uniform,uniform,0.7487935096134025,1.4067489071079347,1.8533714535877,2.9764499479279993,0.25,0.25
21,3,2100003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0021_iter0003_d000108.csv,uniform,uniform,0.7487935096134025,1.4067489071079347,1.8533714535877,2.9764499479279993,0.25,0.25
21,4,2100004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0021_iter0004_d000109.csv,uniform,uniform,0.7487935096134025,1.4067489071079347,1.8533714535877,2.9764499479279993,0.25,0.25
22,0,2200000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0022_iter0000_d000110.csv,uniform,uniform,0.5689595799685432,1.3560960739500283,2.112908714349472,2.9972066506448267,0.25,0.25
22,1,2200001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0022_iter0001_d000111.csv,uniform,uniform,0.5689595799685432,1.3560960739500283,2.112908714349472,2.9972066506448267,0.25,0.25
22,2,2200002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0022_iter0002_d000112.csv,uniform,uniform,0.5689595799685432,1.3560960739500283,2.112908714349472,2.9972066506448267,0.25,0.25
22,3,2200003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0022_iter0003_d000113.csv,uniform,uniform,0.5689595799685432,1.3560960739500283,2.112908714349472,2.9972066506448267,0.25,0.25
22,4,2200004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0022_iter0004_d000114.csv,uniform,uniform,0.5689595799685432,1.3560960739500283,2.112908714349472,2.9972066506448267,0.25,0.25
23,0,2300000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0023_iter0000_d000115.csv,uniform,uniform,0.5088237829792216,1.4193872643980847,2.177434048079613,2.999034406970419,0.25,0.25
23,1,2300001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0023_iter0001_d000116.csv,uniform,uniform,0.5088237829792216,1.4193872643980847,2.177434048079613,2.999034406970419,0.25,0.25
23,2,2300002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0023_iter0002_d000117.csv,uniform,uniform,0.5088237829792216,1.4193872643980847,2.177434048079613,2.999034406970419,0.25,0.25
23,3,2300003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0023_iter0003_d000118.csv,uniform,uniform,0.5088237829792216,1.4193872643980847,2.177434048079613,2.999034406970419,0.25,0.25
23,4,2300004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0023_iter0004_d000119.csv,uniform,uniform,0.5088237829792216,1.4193872643980847,2.177434048079613,2.999034406970419,0.25,0.25
24,0,2400000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0024_iter0000_d000120.csv,uniform,uniform,0.5892584073394987,1.486020396778929,2.067922666864625,2.9765396088468443,0.25,0.25
24,1,2400001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0024_iter0001_d000121.csv,uniform,uniform,0.5892584073394987,1.486020396778929,2.067922666864625,2.9765396088468443,0.25,0.25
24,2,2400002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0024_iter0002_d000122.csv,uniform,uniform,0.5892584073394987,1.486020396778929,2.067922666864625,2.9765396088468443,0.25,0.25
24,3,2400003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0024_iter0003_d000123.csv,uniform,uniform,0.5892584073394987,1.486020396778929,2.067922666864625,2.9765396088468443,0.25,0.25
24,4,2400004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0024_iter0004_d000124.csv,uniform,uniform,0.5892584073394987,1.486020396778929,2.067922666864625,2.9765396088468443,0.25,0.25
25,0,2500000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0025_iter0000_d000125.csv,uniform,uniform,0.7879927542846994,1.2604947889201816,1.9622566944619697,2.981819807412957,0.25,0.25
25,1,2500001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0025_iter0001_d000126.csv,uniform,uniform,0.7879927542846994,1.2604947889201816,1.9622566944619697,2.981819807412957,0.25,0.25
25,2,2500002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0025_iter0002_d000127.csv,uniform,uniform,0.7879927542846994,1.2604947889201816,1.9622566944619697,2.981819807412957,0.25,0.25
25,3,2500003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0025_iter0003_d000128.csv,uniform,uniform,0.7879927542846994,1.2604947889201816,1.9622566944619697,2.981819807412957,0.25,0.25
25,4,2500004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0025_iter0004_d000129.csv,uniform,uniform,0.7879927542846994,1.2604947889201816,1.9622566944619697,2.981819807412957,0.25,0.25
26,0,2600000,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0026_iter0000_d000130.csv,uniform,uniform,0.6596781633753755,1.296982751559781,1.5313033947694379,2.953871513376906,0.25,0.25
26,1,2600001,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0026_iter0001_d000131.csv,uniform,uniform,0.6596781633753755,1.296982751559781,1.5313033947694379,2.953871513376906,0.25,0.25
26,2,2600002,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0026_iter0002_d000132.csv,uniform,uniform,0.6596781633753755,1.296982751559781,1.5313033947694379,2.953871513376906,0.25,0.25
26,3,2600003,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0026_iter0003_d000133.csv,uniform,uniform,0.6596781633753755,1.296982751559781,1.5313033947694379,2.953871513376906,0.25,0.25
26,4,2600004,design_optimisation\optim_out_gui_latest\candidate_bank\designs\var0026_iter0004_d000134.csv,uniform,uniform,0.6596781633753755,1.296982751559781,1.5313033947694379,2.953871513376906,0.25,0.25
